tx_id,amount,merchant,payment_method,country,hour,is_first_time_merchant,device_trust_score,is_fraud
F904836,19.12,m_110,card_present,FR,23,0,0.776,0
F904837,32.13,m_135,card_not_present,FR,5,0,0.976,0
F904838,19.2,m_105,card_present,ES,3,0,0.873,0
F904839,18.1,m_093,card_not_present,FR,13,0,0.95,0
F904840,20.93,m_129,card_present,FR,16,1,0.535,0
F904841,15.06,m_119,card_not_present,BE,15,1,0.913,0
F904842,32.64,m_039,card_not_present,FR,18,0,0.778,0
F904843,25.34,m_031,card_present,ES,11,0,0.72,0
F904844,5.89,m_002,card_present,IT,4,0,0.537,0
F904845,20.75,m_016,bank_transfer,DE,3,0,0.975,0
F904846,35.91,m_067,card_present,FR,9,0,0.711,0
F904847,3.12,m_030,card_present,CH,3,0,0.658,0
F904848,54.76,m_005,card_present,DE,12,0,0.734,0
F904849,29.6,m_054,card_not_present,FR,12,0,0.84,0
F904850,6.06,m_031,card_present,FR,9,1,0.696,0
F904851,92.71,m_052,card_not_present,FR,12,0,0.556,0
F904852,59.62,m_017,card_not_present,BE,1,0,0.639,0
F904853,50.75,m_078,card_present,FR,6,0,0.799,0
F904854,12.82,m_028,card_present,IT,17,0,0.651,0
F904855,17.7,m_161,card_not_present,ES,18,0,0.776,0
F904856,15.61,m_060,card_not_present,DE,0,0,0.567,1
F904857,87.16,m_094,card_not_present,FR,1,0,1.0,0
F904858,9.98,m_178,card_present,FR,1,0,0.836,0
F904859,13.11,m_038,card_present,FR,8,0,0.4,0
F904860,215.89,m_114,card_not_present,IT,4,0,0.429,0
F904861,159.55,m_018,card_not_present,BE,17,0,0.696,1
F904862,242.78,m_170,card_not_present,IT,13,0,0.49,0
F904863,25.89,m_108,card_not_present,,9,0,0.556,0
F904864,68.75,m_136,card_not_present,FR,1,0,0.799,0
F904865,32.78,m_064,card_present,BE,21,0,0.761,1
F904866,42.32,m_118,card_not_present,FR,1,0,0.536,0
F904867,278.57,m_062,card_not_present,BE,14,0,0.868,1
F904868,8.58,m_055,wallet,CH,2,0,0.922,0
F904869,17.73,m_020,card_present,BE,10,1,0.815,0
F904870,19.61,m_018,card_not_present,FR,10,1,0.565,0
F904871,5.92,m_124,card_present,FR,2,0,0.88,0
F904872,4.64,m_004,card_not_present,FR,9,0,0.629,0
F904873,41.49,m_144,wallet,FR,3,1,0.981,0
F904874,13.75,m_037,wallet,FR,0,0,0.739,0
F904875,24.76,m_024,card_present,FR,10,0,0.733,0
F904876,44.6,m_123,card_present,CH,3,0,0.754,0
F904877,43.69,m_179,card_not_present,FR,12,1,0.579,1
F904878,112.9,m_124,card_not_present,FR,15,0,0.865,0
F904879,,m_104,card_present,BE,0,0,0.707,0
F904880,79.47,m_098,card_present,IT,11,0,0.356,0
F904881,45.15,m_128,card_not_present,DE,18,0,0.85,0
F904882,11.37,m_027,card_not_present,BE,5,0,0.442,0
F904883,23.22,m_000,wallet,IT,20,0,1.0,0
F904884,57.31,m_031,card_present,BE,9,0,0.748,0
F904885,37.56,m_052,card_not_present,FR,16,0,0.768,0
F904886,51.19,m_134,card_not_present,BE,11,0,1.0,0
F904887,29.69,m_065,card_present,FR,16,0,0.691,1
F904888,73.27,m_150,wallet,FR,12,0,0.772,0
F904889,15.49,m_078,wallet,FR,12,0,0.484,0
F904890,35.46,m_088,card_not_present,FR,0,0,0.844,0
F904891,3.01,m_175,card_not_present,FR,12,1,0.665,0
F904892,4.22,m_165,card_present,FR,17,0,0.843,0
F904893,20.55,m_066,card_present,FR,19,1,0.929,0
F904894,12.44,m_141,card_not_present,DE,21,0,0.605,0
F904895,25.57,m_029,card_not_present,DE,15,0,0.642,0
F904896,104.43,m_165,card_not_present,CH,15,0,0.492,0
F904897,30.75,m_118,card_not_present,FR,2,0,0.639,0
F904898,169.21,m_152,wallet,ES,20,0,1.0,0
F904899,68.93,m_010,bank_transfer,FR,17,0,1.0,0
F904900,78.84,m_096,card_present,FR,6,0,0.837,0
F904901,27.01,m_080,card_not_present,FR,1,1,0.907,0
F904902,3.86,m_126,card_present,FR,7,0,0.67,1
F904903,71.94,m_010,wallet,FR,7,0,0.756,0
F904904,31.53,m_000,card_not_present,FR,6,0,0.724,0
F904905,29.27,m_079,card_not_present,FR,0,0,0.513,0
F904906,15.04,m_121,card_present,FR,15,0,0.573,0
F904907,9.56,m_127,card_present,BE,0,0,0.97,0
F904908,9.36,m_054,card_not_present,CH,19,0,0.626,0
F904909,11.66,m_126,card_not_present,FR,17,0,0.429,0
F904910,44.68,m_024,card_present,FR,19,0,0.91,0
F904911,19.12,m_158,card_not_present,BE,22,0,0.53,0
F904912,43.82,m_113,card_not_present,FR,5,1,0.537,0
F904913,20.86,m_068,bank_transfer,FR,23,0,0.691,0
F904914,21.98,m_073,bank_transfer,DE,14,0,0.507,0
F904915,178.33,m_031,card_not_present,FR,17,0,0.691,0
F904916,100.16,m_027,card_not_present,ES,2,1,0.719,0
F904917,4.59,m_083,card_present,BE,23,0,0.833,0
F904918,93.82,m_023,card_present,ES,6,1,0.839,1
F904919,46.63,m_016,card_not_present,FR,8,0,1.0,0
F904920,26.57,m_144,card_not_present,FR,21,0,0.73,0
F904921,7.61,m_063,wallet,FR,8,0,0.211,0
F904922,204.3,m_043,card_present,CH,21,0,0.786,0
F904923,25.05,m_087,card_present,,6,0,0.77,1
F904924,43.5,m_020,card_present,DE,21,1,0.795,0
F904925,17.93,m_124,card_present,FR,19,0,0.635,0
F904926,46.38,m_076,card_present,FR,1,0,0.862,0
F904927,14.19,m_078,bank_transfer,FR,5,1,1.0,0
F904928,86.15,m_127,card_not_present,DE,4,0,0.378,0
F904929,31.53,m_022,card_not_present,FR,7,1,0.647,0
F904930,12.66,m_077,card_not_present,DE,13,0,0.499,0
F904931,13.12,m_080,card_not_present,ES,13,0,0.429,0
F904932,44.12,m_125,card_present,IT,21,0,0.901,0
F904933,34.13,m_081,card_present,FR,0,0,0.62,0
F904934,,m_052,card_not_present,IT,17,0,0.474,1
F904935,98.94,m_140,card_present,ES,22,0,0.668,0
F904936,18.61,m_119,card_not_present,CH,0,0,0.801,0
F904937,,m_151,wallet,,19,0,0.637,0
F904938,109.48,m_042,card_not_present,IT,22,0,0.728,1
F904939,15.78,m_135,card_not_present,IT,4,0,0.611,0
F904940,73.82,m_028,card_present,FR,10,0,0.811,0
F904941,21.67,m_000,card_present,FR,4,0,0.929,0
F904942,105.58,m_105,card_not_present,DE,23,0,0.758,0
F904943,138.84,m_006,bank_transfer,FR,17,1,0.73,0
F904944,35.32,m_146,card_not_present,ES,23,0,1.0,0
F904945,8.62,m_148,card_not_present,FR,11,0,0.81,0
F904946,58.36,m_042,card_not_present,BE,11,0,0.563,0
F904947,7.53,m_039,bank_transfer,FR,12,0,0.389,0
F904948,29.54,m_080,card_not_present,FR,20,0,0.805,0
F904949,14.78,m_084,card_not_present,CH,14,0,0.758,0
F904950,71.37,m_086,card_not_present,FR,4,0,0.683,0
F904951,262.13,m_033,bank_transfer,ES,13,0,0.639,0
F904952,9.87,m_154,card_not_present,FR,23,0,0.51,0
F904953,35.06,m_124,wallet,FR,1,1,0.538,0
F904954,10.03,m_048,card_present,FR,19,0,0.65,0
F904955,70.24,m_044,bank_transfer,FR,3,1,1.0,0
F904956,7.24,m_079,card_not_present,FR,23,0,0.579,0
F904957,112.36,m_062,wallet,FR,0,0,0.695,0
F904958,50.4,m_139,card_not_present,FR,6,0,0.727,0
F904959,38.3,m_055,wallet,DE,22,0,0.699,0
F904960,56.48,m_045,card_present,CH,6,0,1.0,0
F904961,8.61,m_011,card_present,DE,14,0,0.378,0
F904962,46.84,m_133,card_present,FR,22,0,0.83,0
F904963,211.43,m_096,card_present,BE,22,0,0.769,0
F904964,10.04,m_041,card_not_present,CH,6,0,0.872,0
F904965,10.02,m_061,card_not_present,FR,15,1,0.832,0
F904966,8.51,m_074,wallet,FR,15,0,0.505,1
F904967,13.73,m_124,wallet,BE,7,0,0.594,0
F904968,20.67,m_140,bank_transfer,FR,20,1,0.525,1
F904969,25.66,m_033,card_present,BE,14,0,0.859,0
F904970,28.49,m_005,card_present,FR,15,0,0.662,0
F904971,62.23,m_177,card_present,FR,10,0,0.762,0
F904972,37.97,m_172,card_not_present,FR,1,0,0.745,0
F904973,74.34,m_126,bank_transfer,DE,3,1,0.784,0
F904974,13.13,m_050,card_not_present,BE,18,0,0.822,0
F904975,21.18,m_070,wallet,BE,1,0,0.69,0
F904976,126.42,m_102,card_not_present,FR,4,0,0.998,0
F904977,223.46,m_113,card_present,DE,0,1,0.665,0
F904978,21.94,m_158,card_not_present,IT,0,0,0.637,1
F904979,9.39,m_049,card_not_present,FR,16,0,0.931,0
F904980,16.84,m_162,card_not_present,ES,9,0,0.5,0
F904981,22.79,m_095,card_not_present,DE,8,0,0.627,0
F904982,37.98,m_069,card_not_present,FR,14,0,0.518,0
F904983,44.35,m_008,card_present,FR,16,0,0.703,0
F904984,145.71,m_027,card_present,BE,21,0,0.633,0
F904985,10.28,m_128,card_not_present,FR,18,0,0.84,0
F904986,23.98,m_063,card_present,FR,17,0,0.665,0
F904987,8.01,m_167,card_present,FR,18,0,0.725,0
F904988,119.91,m_077,card_not_present,FR,2,1,0.708,0
F904989,74.73,m_058,card_not_present,IT,6,0,0.746,0
F904990,,m_121,card_not_present,FR,22,0,0.876,0
F904991,50.25,m_007,card_present,FR,4,0,0.674,0
F904992,64.92,m_026,card_not_present,BE,11,0,0.683,0
F904993,78.07,m_048,wallet,FR,18,1,0.569,0
F904994,17.69,m_154,card_present,FR,20,1,0.716,1
F904995,66.43,m_040,bank_transfer,FR,18,0,0.806,0
F904996,13.47,m_092,card_present,FR,17,0,0.812,0
F904997,67.5,m_106,card_not_present,IT,22,1,0.927,0
F904998,46.49,m_164,bank_transfer,BE,5,1,0.691,1
F904999,26.4,m_063,card_present,DE,16,0,0.883,0
F905000,21.14,m_145,card_not_present,FR,20,0,0.744,0
F905001,26.01,m_051,card_not_present,ES,14,0,0.632,0
F905002,84.36,m_169,wallet,CH,0,0,0.848,0
F905003,10.8,m_063,card_not_present,ES,6,1,0.869,1
F905004,36.28,m_141,card_not_present,FR,21,0,0.755,0
F905005,9.91,m_056,card_present,FR,21,0,0.531,0
F905006,25.27,m_122,card_present,FR,14,0,0.595,0
F905007,41.41,m_065,card_present,ES,8,0,0.928,0
F905008,41.93,m_145,card_not_present,FR,23,0,1.0,0
F905009,30.37,m_143,wallet,ES,4,0,0.95,0
F905010,6.89,m_044,card_not_present,ES,12,0,0.659,0
F905011,37.76,m_157,card_not_present,FR,11,0,0.526,1
F905012,15.14,m_087,card_not_present,FR,17,0,0.865,0
F905013,4.26,m_072,card_not_present,FR,8,1,0.777,0
F905014,5.24,m_113,wallet,FR,18,0,0.829,0
F905015,31.05,m_171,card_not_present,IT,20,0,0.752,0
F905016,14.01,m_081,card_present,FR,1,0,0.602,0
F905017,70.42,m_027,card_not_present,DE,20,0,0.765,0
F905018,105.94,m_178,card_not_present,FR,1,0,0.369,0
F905019,11.5,m_055,card_present,FR,10,0,0.304,0
F905020,35.7,m_123,card_not_present,FR,12,0,0.547,0
F905021,17.57,m_141,card_not_present,BE,4,0,0.655,0
F905022,25.65,m_156,card_not_present,FR,22,0,0.83,0
F905023,41.41,m_106,card_present,FR,21,0,0.946,0
F905024,21.34,m_101,card_present,FR,21,0,0.457,0
F905025,9.15,m_120,wallet,IT,19,0,0.76,0
F905026,44.72,m_161,card_present,DE,22,0,0.537,0
F905027,15.32,m_127,card_not_present,CH,19,1,0.683,0
F905028,36.34,m_026,wallet,ES,10,0,0.533,0
F905029,112.36,m_101,card_not_present,FR,1,0,0.717,0
F905030,35.33,m_169,card_not_present,FR,23,0,0.719,0
F905031,,m_164,card_not_present,FR,21,0,0.964,0
F905032,22.99,m_049,card_not_present,FR,16,1,0.801,0
F905033,102.87,m_059,card_present,BE,7,0,0.535,0
F905034,142.3,m_172,bank_transfer,ES,15,1,0.636,0
F905035,38.31,m_035,card_present,BE,4,0,0.827,0
F905036,82.54,m_037,bank_transfer,FR,16,0,0.639,0
F905037,55.81,m_005,card_present,FR,7,0,0.637,0
F905038,23.17,m_162,wallet,FR,14,0,0.669,0
F905039,7.99,m_141,card_not_present,DE,5,0,0.923,0
F905040,93.21,m_103,card_present,ES,6,0,0.718,0
F905041,39.14,m_062,bank_transfer,IT,14,0,0.854,0
F905042,87.57,m_081,card_present,FR,7,0,0.55,0
F905043,32.98,m_176,card_present,FR,4,1,0.561,0
F905044,49.34,m_123,card_present,ES,10,0,0.299,0
F905045,35.95,m_157,card_not_present,CH,0,1,0.552,1
F905046,20.67,m_057,card_not_present,FR,9,0,0.777,0
F905047,48.66,m_031,card_not_present,IT,23,1,0.666,0
F905048,11.5,m_099,card_present,FR,20,0,0.663,0
F905049,4.46,m_115,bank_transfer,IT,3,0,0.494,0
F905050,41.0,m_008,card_present,CH,6,0,1.0,0
F905051,4.57,m_049,card_not_present,FR,20,0,0.931,0
F905052,20.39,m_005,card_not_present,DE,5,0,0.689,0
F905053,88.13,m_145,bank_transfer,ES,11,0,0.691,0
F905054,7.3,m_131,card_not_present,FR,21,0,0.821,0
F905055,,m_165,card_present,CH,6,1,0.495,1
F905056,72.78,m_006,card_not_present,DE,12,0,0.781,0
F905057,30.65,m_058,card_not_present,IT,21,0,0.519,0
F905058,25.54,m_123,card_present,CH,22,0,0.715,0
F905059,14.66,m_150,card_present,ES,16,0,0.604,0
F905060,14.13,m_000,card_not_present,FR,3,0,0.628,0
F905061,13.04,m_040,card_not_present,DE,8,0,0.554,0
F905062,86.44,m_163,card_not_present,DE,3,0,0.676,0
F905063,18.31,m_021,card_present,FR,11,0,0.947,0
F905064,38.36,m_017,bank_transfer,IT,18,0,0.853,0
F905065,176.86,m_125,card_not_present,FR,6,0,0.723,0
F905066,37.01,m_012,card_not_present,FR,15,0,0.365,0
F905067,31.46,m_136,card_present,IT,17,0,0.907,0
F905068,61.7,m_065,card_present,FR,10,0,0.523,0
F905069,12.87,m_081,card_not_present,FR,10,0,0.463,0
F905070,7.61,m_024,wallet,IT,16,0,0.69,0
F905071,19.61,m_008,bank_transfer,ES,14,1,0.515,0
F905072,5.19,m_131,wallet,FR,17,0,0.646,0
F905073,40.69,m_050,bank_transfer,FR,20,1,0.695,0
F905074,257.7,m_166,card_not_present,DE,14,1,0.948,1
F905075,49.7,m_049,card_not_present,CH,15,0,0.791,0
F905076,21.93,m_025,card_not_present,FR,7,1,0.879,0
F905077,8.3,m_081,card_not_present,IT,1,0,0.571,0
F905078,160.69,m_127,card_not_present,BE,15,0,0.643,0
F905079,47.57,m_024,card_not_present,IT,16,0,0.771,0
F905080,7.41,m_081,card_present,IT,5,0,0.638,0
F905081,70.0,m_030,wallet,BE,12,1,0.563,0
F905082,47.73,m_069,bank_transfer,ES,21,0,0.929,0
F905083,9.58,m_111,card_not_present,DE,17,0,0.64,0
F905084,8.12,m_128,card_present,ES,7,0,0.905,0
F905085,23.5,m_047,card_not_present,FR,2,0,0.956,0
F905086,249.48,m_075,card_not_present,DE,19,0,0.543,0
F905087,7.23,m_103,card_present,FR,21,0,0.667,0
F905088,16.15,m_059,card_present,FR,14,0,0.688,1
F905089,48.31,m_157,card_not_present,FR,1,0,0.647,0
F905090,40.03,m_043,card_present,FR,2,0,0.723,0
F905091,4.27,m_098,wallet,BE,15,0,0.494,0
F905092,5.67,m_063,card_present,CH,18,0,0.749,0
F905093,68.55,m_068,bank_transfer,CH,14,0,0.856,0
F905094,41.15,m_097,card_present,IT,12,1,0.6,1
F905095,115.46,m_032,wallet,IT,21,0,0.63,0
F905096,12.14,m_167,card_not_present,FR,17,0,0.684,0
F905097,66.95,m_129,card_not_present,FR,13,0,0.416,1
F905098,16.15,m_038,card_present,CH,14,0,0.804,0
F905099,34.19,m_140,card_not_present,FR,6,0,0.926,0
F905100,13.86,m_165,card_not_present,CH,1,0,0.964,0
F905101,33.72,m_150,card_present,FR,22,0,0.587,0
F905102,47.41,m_152,card_present,FR,5,0,1.0,0
F905103,15.29,m_103,bank_transfer,CH,2,1,0.742,0
F905104,210.76,m_054,card_not_present,FR,21,0,0.661,0
F905105,154.48,m_125,card_not_present,FR,7,0,0.63,0
F905106,20.22,m_030,card_not_present,FR,0,0,0.58,0
F905107,33.42,m_088,card_not_present,FR,9,0,0.834,0
F905108,145.88,m_005,wallet,FR,3,0,0.711,0
F905109,18.11,m_110,card_present,BE,14,0,0.601,0
F905110,30.65,m_159,card_not_present,ES,14,0,0.439,0
F905111,136.75,m_109,card_present,CH,7,1,0.579,0
F905112,8.81,m_008,card_present,IT,8,0,0.702,0
F905113,12.18,m_096,card_not_present,,10,0,0.911,0
F905114,34.01,m_162,card_not_present,FR,7,1,0.618,0
F905115,97.03,m_062,card_not_present,IT,12,0,0.834,0
F905116,25.1,m_126,card_not_present,FR,10,1,0.886,0
F905117,13.79,m_022,card_present,FR,0,0,0.513,0
F905118,109.6,m_128,card_not_present,FR,9,0,0.562,0
F905119,40.01,m_139,card_not_present,FR,21,0,0.363,0
F905120,49.27,m_079,wallet,DE,0,0,0.611,0
F905121,155.96,m_034,card_not_present,CH,7,1,0.468,0
F905122,135.48,m_049,card_not_present,IT,8,0,0.725,0
F905123,8.23,m_053,card_present,FR,5,0,0.6,0
F905124,16.74,m_097,bank_transfer,FR,8,0,0.57,0
F905125,3.09,m_066,card_not_present,IT,6,1,0.507,0
F905126,17.97,m_151,wallet,DE,3,0,0.761,0
F905127,17.13,m_001,card_present,IT,9,0,0.789,0
F905128,199.9,m_072,card_present,FR,17,0,0.719,0
F905129,9.01,m_073,card_present,ES,22,1,0.525,0
F905130,50.16,m_139,card_present,IT,1,0,1.0,0
F905131,72.99,m_131,bank_transfer,FR,7,0,0.761,0
F905132,69.27,m_001,bank_transfer,FR,15,0,0.861,0
F905133,49.58,m_010,card_not_present,BE,22,0,0.946,0
F905134,14.73,m_101,card_not_present,FR,5,1,0.681,0
F905135,7.47,m_050,bank_transfer,BE,15,0,0.73,0
F905136,15.72,m_070,bank_transfer,ES,11,1,0.707,0
F905137,193.1,m_162,wallet,FR,6,0,0.291,0
F905138,179.05,m_136,card_present,DE,5,0,0.888,0
F905139,8.51,m_173,card_not_present,FR,12,1,0.876,0
F905140,26.38,m_060,card_not_present,FR,8,0,0.81,0
F905141,210.75,m_019,bank_transfer,FR,8,0,0.537,0
F905142,205.97,m_008,card_not_present,FR,19,0,0.312,0
F905143,48.94,m_149,bank_transfer,ES,20,1,0.723,0
F905144,8.88,m_176,card_not_present,FR,12,0,0.813,0
F905145,111.68,m_112,card_present,DE,15,0,0.647,0
F905146,11.0,m_014,card_present,ES,16,0,0.472,0
F905147,70.74,m_017,card_not_present,FR,23,0,1.0,0
F905148,25.74,m_036,wallet,ES,5,0,0.827,0
F905149,16.77,m_172,wallet,CH,7,0,0.824,0
F905150,37.37,m_099,wallet,BE,1,0,0.897,0
F905151,85.72,m_073,card_present,FR,15,0,0.849,0
F905152,40.26,m_158,card_not_present,FR,17,0,0.818,0
F905153,7.86,m_066,card_present,FR,1,0,0.76,0
F905154,4.32,m_037,wallet,BE,1,1,0.509,0
F905155,18.61,m_149,card_not_present,DE,7,1,0.744,0
F905156,52.6,m_137,card_not_present,FR,3,0,0.646,0
F905157,113.73,m_117,card_not_present,CH,4,0,1.0,1
F905158,98.45,m_002,card_not_present,BE,2,1,1.0,0
F905159,48.37,m_141,card_not_present,FR,2,0,0.604,0
F905160,77.31,m_025,card_not_present,FR,10,0,0.978,0
F905161,169.21,m_135,card_not_present,FR,2,0,0.653,0
F905162,18.53,m_022,card_not_present,ES,8,0,0.437,0
F905163,16.63,m_129,card_not_present,CH,8,0,0.721,0
F905164,109.74,m_083,card_present,FR,6,0,1.0,0
F905165,6.76,m_057,card_present,FR,8,0,0.725,0
F905166,,m_134,bank_transfer,FR,8,1,0.617,0
F905167,61.9,m_012,wallet,DE,12,1,0.783,0
F905168,16.18,m_022,card_present,ES,9,0,0.62,0
F905169,44.03,m_014,card_not_present,ES,16,0,0.508,0
F905170,7.17,m_178,card_present,FR,4,0,0.867,0
F905171,97.36,m_067,card_present,FR,10,0,0.626,0
F905172,,m_012,bank_transfer,IT,17,0,0.785,0
F905173,7.12,m_020,card_present,ES,4,0,0.7,0
F905174,356.32,m_067,card_not_present,FR,10,0,0.785,0
F905175,22.26,m_131,bank_transfer,IT,2,0,0.659,0
F905176,237.5,m_088,card_not_present,BE,12,1,0.456,0
F905177,145.26,m_079,card_present,FR,7,0,0.727,0
F905178,43.05,m_154,card_not_present,FR,13,0,0.79,0
F905179,23.45,m_063,card_present,CH,17,0,0.686,0
F905180,50.99,m_031,card_not_present,FR,9,0,0.429,0
F905181,19.68,m_166,card_present,DE,1,0,0.869,0
F905182,6.5,m_107,card_not_present,BE,20,0,0.642,0
F905183,87.4,m_149,card_not_present,FR,0,0,0.733,1
F905184,123.04,m_089,card_not_present,BE,3,0,0.683,0
F905185,30.43,m_101,card_present,FR,10,0,0.715,0
F905186,36.56,m_026,card_present,FR,23,1,0.566,0
F905187,64.85,m_110,wallet,FR,16,0,0.648,0
F905188,18.76,m_028,card_present,FR,15,0,0.861,0
F905189,29.98,m_067,card_not_present,FR,20,0,0.367,0
F905190,22.04,m_036,wallet,FR,17,0,0.697,0
F905191,180.88,m_055,card_present,FR,13,0,0.647,0
F905192,31.3,m_169,card_not_present,BE,13,0,0.833,0
F905193,66.69,m_008,card_present,FR,6,0,0.992,0
F905194,18.67,m_151,card_not_present,FR,8,0,0.334,0
F905195,102.27,m_149,card_not_present,FR,13,0,0.712,0
F905196,38.83,m_143,card_present,FR,5,1,0.793,0
F905197,108.69,m_095,wallet,DE,7,0,0.758,0
F905198,47.22,m_013,wallet,ES,23,0,0.58,0
F905199,16.52,m_157,card_present,FR,8,0,0.927,0
F905200,74.74,m_145,card_present,CH,10,0,0.719,0
F905201,38.43,m_000,card_not_present,FR,20,0,0.825,0
F905202,57.87,m_078,wallet,BE,20,1,0.623,0
F905203,44.39,m_075,card_present,FR,23,0,0.549,0
F905204,80.31,m_013,card_not_present,CH,13,0,0.738,0
F905205,9.69,m_168,card_not_present,FR,6,0,0.905,0
F905206,5.84,m_131,card_present,IT,19,0,0.371,0
F905207,24.33,m_134,wallet,FR,18,0,0.749,0
F905208,22.2,m_060,card_not_present,FR,11,1,0.662,0
F905209,112.72,m_138,card_not_present,FR,5,0,0.873,0
F905210,21.53,m_057,card_not_present,FR,8,0,0.878,0
F905211,77.48,m_103,card_present,DE,14,0,0.915,1
F905212,247.53,m_163,card_present,FR,21,0,0.532,0
F905213,50.0,m_132,wallet,DE,5,0,0.75,0
F905214,17.47,m_161,card_present,FR,21,0,0.971,0
F905215,25.99,m_002,bank_transfer,DE,17,0,0.893,0
F905216,49.43,m_001,card_present,CH,17,0,0.697,0
F905217,68.07,m_094,card_not_present,FR,23,0,0.558,0
F905218,6.65,m_171,bank_transfer,FR,3,0,0.829,0
F905219,193.84,m_135,card_not_present,FR,14,0,1.0,1
F905220,18.3,m_037,card_present,BE,3,0,0.74,0
F905221,38.1,m_019,card_not_present,DE,6,0,0.568,1
F905222,109.31,m_104,card_present,DE,13,0,0.245,0
F905223,44.28,m_051,card_not_present,FR,17,0,0.372,0
F905224,5.94,m_064,card_not_present,DE,12,0,0.759,1
F905225,8.99,m_026,card_not_present,FR,15,0,0.751,0
F905226,42.1,m_097,card_present,IT,10,0,0.794,0
F905227,15.27,m_061,card_present,DE,5,0,0.581,0
F905228,45.04,m_055,card_present,DE,22,1,0.803,1
F905229,71.72,m_003,card_present,FR,19,0,0.951,0
F905230,,m_152,wallet,BE,15,1,0.533,0
F905231,43.59,m_094,card_present,FR,1,0,0.803,1
F905232,50.92,m_113,wallet,FR,7,0,0.668,0
F905233,42.37,m_127,card_not_present,,15,1,0.714,0
F905234,6.54,m_175,card_not_present,DE,11,1,0.618,0
F905235,29.02,m_041,card_not_present,FR,14,0,0.852,0
F905236,8.15,m_027,card_present,DE,6,1,0.499,0
F905237,322.02,m_158,card_not_present,FR,2,0,0.998,0
F905238,2.78,m_008,card_present,,15,0,0.803,0
F905239,15.34,m_103,card_present,FR,16,1,0.642,0
F905240,48.59,m_068,card_present,FR,5,0,0.811,0
F905241,67.16,m_011,card_not_present,FR,6,1,0.764,0
F905242,138.11,m_047,wallet,BE,2,0,0.98,0
F905243,14.82,m_030,card_not_present,FR,14,0,0.718,0
F905244,47.16,m_101,card_present,FR,12,1,0.661,0
F905245,9.33,m_069,wallet,BE,1,0,0.675,0
F905246,71.47,m_132,card_present,FR,6,0,0.691,0
F905247,20.75,m_117,card_present,FR,13,1,0.738,0
F905248,25.54,m_059,card_not_present,FR,2,0,0.782,0
F905249,66.73,m_081,wallet,FR,12,1,0.576,0
F905250,65.48,m_155,card_present,IT,5,1,0.937,1
F905251,25.43,m_095,card_present,FR,11,0,0.88,0
F905252,36.76,m_160,card_not_present,,17,1,0.525,0
F905253,4.71,m_125,card_not_present,IT,2,0,0.716,0
F905254,114.24,m_000,bank_transfer,FR,7,0,0.664,0
F905255,12.6,m_118,wallet,IT,21,0,0.855,0
F905256,27.21,m_086,card_not_present,DE,13,0,0.736,0
F905257,29.19,m_116,wallet,FR,18,0,0.51,0
F905258,24.42,m_046,card_not_present,FR,1,0,0.332,0
F905259,150.08,m_090,wallet,FR,11,0,0.609,0
F905260,101.35,m_152,wallet,FR,10,0,0.96,0
F905261,37.28,m_152,card_not_present,BE,13,0,0.879,0
F905262,38.9,m_021,card_not_present,DE,22,0,0.572,0
F905263,,m_139,card_present,FR,8,1,0.777,0
F905264,68.14,m_117,card_present,FR,23,1,0.777,0
F905265,63.91,m_048,card_not_present,IT,2,0,0.72,0
F905266,14.03,m_044,card_not_present,IT,10,0,0.561,0
F905267,14.37,m_067,card_present,FR,10,1,0.93,0
F905268,74.16,m_052,card_not_present,FR,20,0,0.464,0
F905269,34.74,m_006,card_present,FR,5,0,0.457,0
F905270,34.67,m_138,card_not_present,FR,14,1,0.782,0
F905271,11.86,m_144,bank_transfer,ES,22,0,0.307,0
F905272,17.18,m_017,card_not_present,FR,20,0,0.516,0
F905273,45.51,m_026,card_present,BE,15,0,0.482,0
F905274,18.17,m_028,card_present,FR,21,0,1.0,0
F905275,22.89,m_035,card_present,CH,16,1,0.911,0
F905276,13.0,m_099,card_not_present,FR,8,1,0.994,1
F905277,15.47,m_039,card_not_present,FR,21,0,0.945,0
F905278,33.7,m_093,wallet,FR,7,0,0.864,0
F905279,14.07,m_000,card_present,FR,14,0,0.64,0
F905280,66.59,m_133,card_present,IT,17,0,0.834,0
F905281,9.9,m_031,wallet,FR,2,0,0.639,0
F905282,424.96,m_103,card_present,FR,21,0,0.773,0
F905283,91.43,m_153,card_not_present,FR,0,0,0.977,0
F905284,234.61,m_149,bank_transfer,FR,15,1,0.65,0
F905285,54.47,m_145,card_not_present,FR,17,0,0.731,0
F905286,28.99,m_000,card_present,FR,12,0,0.323,0
F905287,13.28,m_018,card_present,BE,4,0,0.653,0
F905288,60.82,m_066,card_present,FR,8,0,0.676,0
F905289,15.61,m_065,card_present,FR,17,0,0.868,0
F905290,58.54,m_111,card_not_present,BE,0,0,0.855,0
F905291,60.87,m_137,card_present,BE,18,0,0.629,0
F905292,88.06,m_047,card_not_present,BE,5,1,0.768,0
F905293,126.43,m_134,card_not_present,FR,9,0,0.575,0
F905294,90.9,m_168,wallet,FR,3,0,1.0,0
F905295,182.12,m_036,card_not_present,FR,2,1,0.554,0
F905296,14.2,m_012,wallet,ES,21,0,0.752,0
F905297,26.38,m_065,card_not_present,FR,1,0,0.728,0
F905298,63.46,m_040,card_not_present,FR,6,0,0.803,0
F905299,35.71,m_092,card_present,IT,3,0,1.0,0
